StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CONSENT_Q,AGE,HPW,RACE,RACE_6_TEXT,GENDER,GENDER_4_TEXT,EDU,TENURE,JOB_TITLE,MANAGER,NUM_EMPLOYEES,INDUSTRY,GRQ,RMP,POWER_1,POWER_2,POWER_3,COMPETE,COOP,NORM_COMMIT,INNOVATE,1_AFFECTIVE_1,1_COSTS_1,1_BENEFITS_1,2_AFFECTIVE_1,2_COSTS_1,2_BENEFITS_1,3_AFFECTIVE_1,3_COSTS_1,3_BENEFITS_1,4_AFFECTIVE_1,4_COSTS_1,4_BENEFITS_1,5_AFFECTIVE_1,5_COSTS_1,5_BENEFITS_1,6_AFFECTIVE_1,6_COSTS_1,6_BENEFITS_1,7_AFFECTIVE_1,7_COSTS_1,7_BENEFITS_1,8_AFFECTIVE_1,8_COSTS_1,8_BENEFITS_1,9_AFFECTIVE_1,9_COSTS_1,9_BENEFITS_1,10_AFFECTIVE_1,10_COSTS_1,10_BENEFITS_1,INT _1,INT _2,INT _3,INT _4,INT _5,INT _6,ATTENTION,INT _7,INT _8,INT _9,INT _10,Prolific_ID,RISKPERCEPTION
2/22/23 10:36,2/22/23 10:41,0,5.66.129.1,100,302,1,2/22/23 10:41,R_vVTP3DVFvgK9Jkt,,,,,53.5866,-2.4354,anonymous,EN,1,43,40,3,,2,,3,13,Operational Business Manager,1,9,12,5,3,7,8,7,4,4,1,5,1,1,6,5,4,1,3,2,0,1,0,0,0,0,6,1,3,7,0,2,5,0,0,7,0,3,4,0,1,5,2,1,2,3,1,2,5,1,4,1,2,5ff1dac8c9707d602d5044b0,COSTS
2/22/23 10:38,2/22/23 10:42,0,80.189.152.66,100,249,1,2/22/23 10:42,R_31YpCLVcW2JuubX,,,,,51.2144,-0.7936,anonymous,EN,1,29,38,3,,2,,3,4,Project manager ,2,3,18,3,1,7,9,7,3,4,2,5,3,4,2,3,3,1,3,3,0,2,1,1,3,3,2,0,3,0,2,4,3,1,2,3,4,4,,0,0,,1,1,2,2,2,1,5,1,3,1,1,6169e8d9be13591ec127234a,COSTS
2/22/23 10:38,2/22/23 10:42,0,148.252.128.113,100,254,1,2/22/23 10:42,R_27P5ZzsAOnbQ1vu,,,,,51.4964,-0.1224,anonymous,EN,1,33,38,3,,2,,5,0,Project manager,1,8,4,5,3,7,9,7,2,4,4,4,6,6,4,7,7,4,4,4,6,5,5,5,4,4,6,4,4,4,5,5,5,4,3,4,5,5,6,5,4,5,2,1,2,2,3,2,5,3,4,3,3,5df15288b1fb0506c5fc6afb,BENEFITS
2/22/23 10:31,2/22/23 10:43,0,86.4.238.145,100,714,1,2/22/23 10:43,R_1gcDT6hjLg3Ferf,,,,,50.8696,-1.3091,anonymous,EN,1,31,35,3,,2,,6,0,Research manager,2,9,4,3,3,6,7,6,5,5,3,4,4,3,4,4,3,2,3,3,2,3,3,3,3,3,3,4,3,3,4,4,2,4,5,2,4,4,2,4,3,3,1,1,1,1,1,2,5,2,3,2,2,59f88f6eb47dfc0001b661ef,BENEFITS
2/22/23 10:35,2/22/23 10:43,0,109.144.214.177,100,436,1,2/22/23 10:43,R_2dG7yyzNJFDnIiW,,,,,51.5245,-0.0255,anonymous,EN,1,47,55,3,,2,,4,9,administrator,2,3,19,5,1,1,6,2,2,3,2,1,3,3,4,5,5,3,1,4,2,5,3,4,7,7,0,7,7,0,2,4,2,6,6,1,2,4,2,7,7,1,4,4,4,4,5,1,5,5,3,5,1,5af573e7b4dfd600018fc0be,AFFECTIVE
2/22/23 10:36,2/22/23 10:43,0,91.110.124.186,100,447,1,2/22/23 10:43,R_puSMB4RNGgkKNNf,,,,,52.7719,-1.5463,anonymous,EN,1,37,37,3,,2,,6,0,Senior Data Analyst,2,9,17,3,2,4,6,5,2,4,1,3,3,2,1,3,2,1,2,2,1,1,1,3,2,2,1,2,2,2,4,4,1,0,1,3,2,2,2,1,0,2,1,1,,,2,1,5,1,1,1,2,59fc46db0fff620001a6b3ff,AFFECTIVE
2/22/23 10:39,2/22/23 10:43,0,87.74.77.204,100,257,1,2/22/23 10:43,R_1lrQSBjnsJ3xgYF,,,,,51.5042,-0.2199,anonymous,EN,1,30,38,3,,2,,3,10,Assistant manager ,1,3,16,4,2,4,5,4,4,3,4,3,4,3,3,5,5,5,2,2,3,3,3,2,4,4,4,2,3,2,4,4,3,3,4,3,4,3,3,1,2,2,3,2,4,3,4,4,5,3,4,4,3,5cd6f48c48cd50001862b4c4,COSTS
2/22/23 10:41,2/22/23 10:45,0,148.252.129.11,100,222,1,2/22/23 10:45,R_333GB2bGNC1s4lj,,,,,51.4964,-0.1224,anonymous,EN,1,32,45,3,,1,,6,7,operative,1,3,7,5,3,7,8,7,3,4,3,4,4,3,4,4,4,4,4,2,3,4,4,3,3,3,4,4,4,5,2,4,4,4,4,4,3,3,4,4,3,4,1,2,1,4,4,4,5,,2,2,3,560aef7d01c38a00127693d3,COSTS
2/22/23 10:41,2/22/23 10:45,0,213.205.241.116,100,289,1,2/22/23 10:45,R_2TI8vWvFGwBlqXQ,,,,,51.4863,-0.101,anonymous,EN,1,46,40,3,,2,,5,3,Reabilitation Assistant,2,9,12,4,3,6,6,6,1,5,3,3,2,3,2,1,2,0,2,1,1,3,0,0,3,3,0,4,2,0,2,2,0,3,2,0,3,5,0,5,4,0,3,1,3,3,3,3,5,3,3,3,3,61bb379240db417c1a138a9e,BENEFITS
2/22/23 10:39,2/22/23 10:46,0,86.3.119.0,100,370,1,2/22/23 10:46,R_1rijgqbLb55af0C,,,,,52.6923,-1.8226,anonymous,EN,1,20,32,3,,1,,4,2,BAR STAFF,2,4,16,4,3,5,8,5,2,4,1,3,4,3,6,3,2,4,2,1,4,2,1,5,1,4,4,2,4,5,4,3,1,2,3,1,4,3,5,3,2,5,4,3,4,4,3,1,5,2,2,2,2,60dc4adb10e37b4433046e1d,BENEFITS
2/22/23 10:40,2/22/23 10:46,0,81.145.41.114,100,342,1,2/22/23 10:46,R_3rJslQvMwnpuByv,,,,,53.5002,-2.1021,anonymous,EN,1,37,37,3,,2,,5,12,packer,2,7,10,4,3,1,3,2,2,4,4,3,2,3,1,6,6,3,3,1,2,6,3,3,5,2,3,3,2,5,6,5,5,6,5,2,2,3,4,3,4,2,,1,1,,1,4,5,1,3,1,3,60a6e4db0fb2c1d91fc00724,BENEFITS
2/22/23 10:41,2/22/23 10:47,0,81.152.153.36,100,380,1,2/22/23 10:47,R_2fpUC8AOb4hSlok,,,,,56.0474,-4.9039,anonymous,EN,1,46,37,3,,2,,5,1,Clerical Assistant,1,3,10,2,3,3,3,3,2,4,3,2,4,4,2,3,3,2,1,2,3,4,2,4,3,4,3,3,3,3,5,4,1,3,3,3,1,1,4,2,2,4,3,1,3,4,1,1,5,,,,,6141f7a099e55e62d025435e,BENEFITS
2/22/23 10:39,2/22/23 10:47,0,81.110.191.186,100,504,1,2/22/23 10:47,R_2V4HPo4PiOrvEG0,,,,,51.9796,-0.2238,anonymous,EN,1,52,37,,,2,,2,5,finance & HR assistant,2,5,13,1,2,3,3,3,2,4,2,2,4,3,4,7,7,0,5,5,4,5,2,1,0,0,6,1,4,2,7,4,1,1,1,5,3,2,2,0,1,6,1,1,1,2,2,2,5,2,3,2,3,608bb101c63691fab3e01f87,BENEFITS
2/22/23 10:44,2/22/23 10:48,0,51.198.170.192,100,232,1,2/22/23 10:48,R_3shQ4U3acjj4lNM,,,,,53.7981,-1.7623,anonymous,EN,1,41,45,3,,1,,6,9,Lead teacher,1,6,10,4,2,5,8,5,1,5,4,3,7,7,2,5,6,1,3,4,3,1,1,3,2,1,5,1,1,3,1,4,4,1,1,4,1,1,5,1,1,6,3,4,3,4,4,5,5,4,5,4,5,60979bd8bc3e6816ebda7879,BENEFITS
2/22/23 10:39,2/22/23 10:48,0,81.97.36.33,100,533,1,2/22/23 10:48,R_5jVzzKPDSuWMT5f,,,,,51.4279,0.3896,anonymous,EN,1,30,32,3,,2,,5,3,Administrator,2,9,7,4,3,2,5,2,2,4,4,4,6,6,1,6,6,1,5,4,1,4,3,1,4,4,2,1,1,3,4,3,1,2,1,3,4,4,1,2,3,3,1,1,1,1,1,4,5,2,4,2,4,5f323b38b1d00518b2722bf5,COSTS
2/22/23 10:39,2/22/23 10:49,0,80.194.132.203,100,563,1,2/22/23 10:49,R_Z2VPmknV6jkKnnz,,,,,53.4698,-3.0024,anonymous,EN,1,52,37,3,,2,,5,18,Senior agent,1,9,18,1,3,4,4,4,1,5,3,4,7,7,0,7,7,,6,7,0,7,7,1,6,7,0,0,4,4,7,7,0,0,3,4,7,7,0,0,4,4,1,1,1,,1,3,5,1,4,1,3,5ef48406c7ae5804eebf277b,BENEFITS
2/22/23 10:43,2/22/23 10:49,0,109.154.0.171,100,366,1,2/22/23 10:49,R_3scNSEKhdqMPopU,,,,,54.9536,-1.5743,anonymous,EN,1,25,37,3,,3,,5,3,3D Artist,2,7,14,4,2,2,6,2,2,4,4,3,4,3,3,6,5,1,4,5,1,5,5,1,1,1,3,1,1,3,3,2,2,1,2,4,5,3,2,4,4,2,3,1,,,4,1,5,1,4,4,3,612f4ea02fcf35bfa256b6ce,AFFECTIVE
2/22/23 10:42,2/22/23 10:49,0,109.145.145.241,100,435,1,2/22/23 10:49,R_1mEqu3NjKgLI5TJ,,,,,51.148,-1.7043,anonymous,EN,1,41,50,3,,2,,6,8,KS3 Coordinator ,2,5,10,5,1,4,6,4,2,5,2,2,5,5,3,5,4,4,4,4,4,5,5,2,4,4,4,4,5,2,4,4,4,2,3,3,3,3,4,2,2,5,3,2,2,2,4,4,5,3,4,4,3,5a186768074b190001252d08,AFFECTIVE
2/22/23 10:43,2/22/23 10:49,0,84.70.238.239,100,354,1,2/22/23 10:49,R_a3EfxsF9oFULPON,,,,,53.4798,-2.3307,anonymous,EN,1,30,37,3,,2,,4,12,Mapping officer,2,9,15,3,3,4,6,4,3,5,4,5,6,5,2,6,6,3,6,5,3,5,5,4,4,4,2,1,1,5,3,3,6,2,2,6,4,3,6,2,2,6,4,1,2,3,2,4,5,4,4,4,4,61472ffa79287afd8ac9b949,AFFECTIVE
2/22/23 10:44,2/22/23 10:49,0,86.18.198.233,100,299,1,2/22/23 10:49,R_ZkIGzVZ9B1j1hLj,,,,,51.1449,1.3019,anonymous,EN,1,47,33,3,,2,,3,3,teaching assistant ,2,5,10,4,1,2,3,5,2,4,2,4,4,4,1,7,6,0,4,4,2,4,4,2,5,5,1,4,4,1,4,3,3,4,2,2,5,5,2,4,4,3,2,1,2,2,2,3,5,2,3,2,3,5ac8fff9e1546900019c2803,BENEFITS
2/22/23 10:39,2/22/23 10:50,0,2.223.235.203,100,615,1,2/22/23 10:50,R_2ZBo8CYcVEL9Vwi,,,,,51.5571,-0.2972,anonymous,EN,1,59,40,6,White,2,,3,17,Attendance officer,1,6,10,5,2,4,4,4,2,3,3,3,3,5,1,7,7,0,3,1,6,1,4,4,6,6,0,5,5,2,5,5,3,0,5,6,7,6,1,7,7,1,2,1,3,4,3,1,5,1,4,3,3,Cant remember,BENEFITS
2/22/23 10:36,2/22/23 10:50,0,90.255.132.213,100,805,1,2/22/23 10:50,R_2D1w2ABU7wCRJaE,,,,,55.83,-4.2531,anonymous,EN,1,39,35,3,,1,,6,11,FWA audit analyst ,2,9,19,3,3,5,7,5,2,5,3,3,5,5,3,3,3,2,2,2,4,6,6,1,2,2,5,2,2,4,4,4,4,1,1,4,5,6,1,2,2,4,1,2,3,2,4,3,5,2,2,2,3,5f5fe1fc257aa20be39163ad,AFFECTIVE
2/22/23 10:43,2/22/23 10:50,0,188.220.251.216,100,414,1,2/22/23 10:50,R_3qwLpdMQOSCYnMo,,,,,53.8151,-3.0603,anonymous,EN,1,55,37,3,,1,,3,3,Customer Service Engineer ,2,9,19,3,3,2,5,2,2,4,2,1,5,4,0,5,5,0,4,4,0,5,4,0,6,5,0,6,6,1,6,5,0,5,4,3,5,5,0,4,4,1,2,2,3,3,2,2,5,3,3,2,2,5e9fcaa2ccad191722a6b372,BENEFITS
2/22/23 10:44,2/22/23 10:50,0,148.252.133.166,100,368,1,2/22/23 10:50,R_3Pzqbt6N5wphOTw,,,,,55.9552,-3.2,anonymous,EN,1,24,45,3,,1,,3,3,Export Admin,1,9,9,5,3,4,5,4,1,5,2,4,1,3,5,2,2,4,1,4,1,0,4,0,0,3,5,0,0,1,0,2,4,0,2,3,2,5,5,0,0,1,4,1,1,1,2,3,5,3,5,3,1,604f69b9e2643d27fe97408b,AFFECTIVE
2/22/23 10:46,2/22/23 10:51,0,92.41.215.229,100,256,1,2/22/23 10:51,R_1KkxpyZhGUbH0FD,,,,,51.5484,0.1716,anonymous,EN,1,26,38,3,,2,,6,0,Brand Steward,1,7,17,5,3,4,8,4,3,4,2,4,4,4,4,5,4,3,5,4,3,4,5,3,5,5,3,2,3,4,5,4,3,1,2,4,4,4,3,4,3,3,3,2,2,1,2,4,5,4,5,4,4,62b5d9aa9691127694516ad8,BENEFITS
2/22/23 10:46,2/22/23 10:51,0,213.205.198.141,100,262,1,2/22/23 10:51,R_26nXPUIbr4miufu,,,,,51.542,-0.2409,anonymous,EN,1,31,35,3,,2,,2,2,Train Manager,1,9,15,1,3,2,6,3,4,4,2,1,7,7,1,7,7,,6,7,1,5,7,1,6,7,0,1,4,3,6,7,,1,2,2,7,7,1,0,0,0,1,1,1,3,2,4,5,1,3,1,5,63d817ca98eb8f5bbf8ba806,BENEFITS
2/22/23 10:43,2/22/23 10:51,0,82.132.245.178,100,457,1,2/22/23 10:51,R_3yMLbuLMV5gzEhX,,,,,52.4867,-1.8989,anonymous,EN,1,32,38,3,,2,,7,2,Psychologist,1,9,12,4,3,7,9,7,2,4,4,2,3,4,3,4,3,3,5,4,4,3,3,2,3,2,4,6,3,4,5,5,2,5,2,5,4,4,2,6,3,2,3,3,4,4,3,2,5,3,4,3,2,5466464dfdf99b7fec4402b0,COSTS
2/22/23 10:47,2/22/23 10:51,0,80.7.62.86,100,214,1,2/22/23 10:51,R_1PRaUnILBPQUWx2,,,,,52.9292,-1.1065,anonymous,EN,1,23,37,3,,2,,6,0,Customer Service Advisor,2,6,18,4,1,2,2,2,2,4,3,4,0,1,2,5,3,4,4,3,3,4,3,2,3,2,3,3,3,2,4,4,2,2,2,3,5,4,2,1,2,4,2,1,3,3,3,2,5,4,4,1,2,5fb6caaf9b6574122a8ac1e4,AFFECTIVE
2/22/23 10:48,2/22/23 10:51,0,81.154.94.241,100,172,1,2/22/23 10:51,R_2XiaGwY3FXMUgZ1,,,,,50.8546,0.5362,anonymous,EN,1,29,38,3,,1,,3,1,Mental health case worker,2,6,12,6,3,6,8,6,4,4,3,3,2,1,3,3,3,2,3,3,3,3,3,2,5,2,2,4,4,2,3,2,3,3,4,3,2,3,3,3,4,3,1,1,2,1,2,2,5,2,1,1,1,63ced66f1a147bc3f797e6a2,COSTS
2/22/23 10:45,2/22/23 10:51,0,86.146.134.223,100,408,1,2/22/23 10:51,R_1q8J8S1K5uyNlzb,,,,,51.1278,-3.0001,anonymous,EN,1,56,40,3,,2,,3,30,contract supervisor,2,7,2,7,3,3,3,3,4,4,1,4,0,0,3,0,0,2,2,2,2,1,1,1,0,0,3,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,5,3,3,3,3,577952778b3e2300016d6acf,AFFECTIVE
2/22/23 10:44,2/22/23 10:51,0,152.37.83.14,100,437,1,2/22/23 10:51,R_usrx7dXBzL5q3aF,,,,,51.5064,-0.02,anonymous,EN,1,35,62,4,,1,,8,3,Head of Legal,1,9,9,3,1,7,9,7,5,4,1,4,7,7,,7,7,,5,5,,7,7,,5,3,5,5,6,,5,3,,1,0,6,7,7,0,5,3,2,1,1,2,1,2,3,5,3,3,4,4,637e30740e88f0ef46625f7f,BENEFITS
2/22/23 10:47,2/22/23 10:51,0,82.29.252.158,100,259,1,2/22/23 10:51,R_2bQuergSEjqo8hq,,,,,53.4236,-2.3113,anonymous,EN,1,35,39,3,,2,,5,0,Mental Health Practitioner,2,9,12,5,3,2,6,6,3,4,3,4,5,3,2,5,4,3,5,4,3,5,3,4,4,2,5,5,2,3,7,6,1,1,2,4,6,4,2,2,3,2,2,2,4,3,4,4,5,1,4,1,4,63d7cca3604b6ac41db6b73f,AFFECTIVE
2/22/23 10:42,2/22/23 10:52,0,90.199.54.49,100,566,1,2/22/23 10:52,R_1E6Cnugi5eH7Bwp,,,,,52.1073,-0.4649,anonymous,EN,1,25,37,3,,2,,2,1,warehouse operative  ,2,7,13,5,3,4,7,4,4,5,3,4,2,3,5,7,6,0,0,1,5,5,3,1,5,3,2,4,2,5,5,6,1,1,1,3,4,6,1,1,2,5,2,1,5,3,4,2,5,2,4,1,3,5dd6a1b318beb6626ba825b4,BENEFITS
2/22/23 10:46,2/22/23 10:52,0,209.35.82.154,100,343,1,2/22/23 10:52,R_bCocWJRHnL8dSKd,,,,,53.7999,-1.5125,anonymous,EN,1,26,38,3,,2,,6,2,Data Manager,1,7,12,5,3,4,7,5,4,5,2,4,2,2,3,4,4,2,3,3,3,1,2,4,0,0,6,0,1,6,2,2,4,0,1,4,1,3,3,0,1,4,3,1,4,3,4,3,5,3,4,2,3,63468824bc01887b6007d674,AFFECTIVE
2/22/23 10:47,2/22/23 10:52,0,82.8.252.10,100,314,1,2/22/23 10:52,R_1k21aD6JeEfXdXh,,,,,54.9001,-1.4211,anonymous,EN,1,37,38,3,,2,,4,2,Unregistered nurse,2,9,12,1,3,1,1,5,1,5,3,3,4,7,0,4,7,0,0,7,0,4,4,0,0,0,7,4,7,4,2,7,0,0,0,0,2,5,0,5,3,0,1,1,1,3,1,1,5,1,3,1,1,5c18d3e3c14ec10001c37204,COSTS
2/22/23 10:45,2/22/23 10:52,0,81.110.210.186,100,447,1,2/22/23 10:52,R_3eyLzMjF9AsJ4mD,,,,,53.3006,-2.6604,anonymous,EN,1,31,39,3,,1,,2,4,Transport Coordinator,2,6,9,5,3,4,7,4,4,4,1,1,2,2,4,1,1,6,2,1,4,2,4,1,1,1,5,0,0,2,3,2,2,1,1,3,2,1,4,1,0,1,4,4,4,2,4,3,5,2,4,1,4,5eaee670c7f8c907c432b1eb,BENEFITS
2/22/23 10:47,2/22/23 10:52,0,94.195.173.160,100,315,1,2/22/23 10:52,R_3CUcmCMvlJ4BIZX,,,,,54.92,-1.429,anonymous,EN,1,53,40,3,,1,,6,13,Director of Data,1,9,10,3,3,8,8,8,2,5,2,4,4,4,4,7,7,,6,5,,6,6,,5,5,4,1,1,1,6,6,1,1,4,4,6,6,1,2,4,0,1,1,1,1,3,4,5,1,5,1,4,63e57ca5d6e126546cfc66bf,BENEFITS
2/22/23 10:48,2/22/23 10:52,0,2.127.5.170,100,280,1,2/22/23 10:52,R_1ozZYQsEsS9wiVj,,,,,51.8781,-2.3419,anonymous,EN,1,23,40,3,,1,,6,1,Software engineer,2,5,18,6,2,3,4,3,4,5,2,4,0,0,6,3,3,2,1,1,4,1,1,6,1,0,5,1,0,6,2,3,5,1,1,6,1,1,3,0,1,6,5,3,4,5,4,3,5,5,5,4,3,5f69fde395b6000219fb371c,AFFECTIVE
2/22/23 10:48,2/22/23 10:53,0,147.12.231.112,100,271,1,2/22/23 10:53,R_29vlJ7crFHTfv38,,,,,51.5095,-0.0955,anonymous,EN,1,38,40,3,,2,,6,4,3d artist,1,9,14,4,3,3,5,3,2,4,4,3,2,2,4,2,4,4,3,3,3,2,2,5,2,2,4,3,2,3,3,4,3,3,3,4,2,4,5,4,3,4,3,1,2,2,3,2,5,2,3,3,2,60c312fd0512a430cbab1571,BENEFITS
